acno,sex,brth_dt,age,exec_dt,exec_amt,cur_bal,ovrd_dvcd,,CB,SP,R,PI,NPML,PIML,,연체금액
0037202001315767,F,19710128, 51 ,20190803," 45,000,000 "," 24,019,926 ",0,,4,2,5,3,3,4,,0
0037201901132052,M,19880326, 34 ,20211108," 25,000,000 "," 8,449,427 ",0,,1,3,2,3,3,5,,0
0037201901110537,M,19930227, 29 ,20200524," 5,000,000 "," 28,149,367 ",0,,3,3,5,1,3,4,,0
0037202001019283,M,19660321, 56 ,20201222," 50,000,000 "," 11,992,377 ",0,,3,2,2,3,3,2,,0
0037202001104561,M,19800520, 42 ,20190114," 30,000,000 "," 28,415,347 ",0,,1,4,3,1,4,4,,0
0037201901375508,M,19870220, 35 ,20200502," 45,000,000 "," 18,617,938 ",0,,3,2,5,5,4,3,,0
0037202001066083,F,19710301, 51 ,20210703," 10,000,000 "," 29,270,276 ",0,,3,5,3,3,2,4,,0
0037202001123136,F,19830430, 39 ,20210726," 40,000,000 "," 25,588,153 ",0,,2,3,4,1,5,2,,0
0037201901142739,F,19700301, 52 ,20210602," 25,000,000 "," 16,775,703 ",0,,2,1,2,1,5,3,,0
0037202001101274,M,19700205, 52 ,20200222," 45,000,000 "," 3,817,298 ",0,,2,5,5,2,2,5,,0
0037201901468643,M,19831226, 39 ,20210617," 30,000,000 "," 28,783,486 ",0,,5,1,3,5,2,1,,0
0037201901095066,F,19811104, 41 ,20210703," 40,000,000 "," 16,848,366 ",0,,4,2,1,4,5,2,,0
0037201901384952,F,19940629, 28 ,20210825," 3,000,000 "," 23,761,749 ",0,,3,3,3,5,5,3,,0
0037201901101503,M,19701010, 52 ,20200322," 50,000,000 "," 20,427,689 ",0,,3,4,4,4,2,4,,0
0037201901381325,M,19860208, 36 ,20200830," 1,500,000 "," 12,608,999 ",0,,5,4,5,1,2,5,,0
0037201901124467,M,19660322, 56 ,20200529," 25,000,000 "," 2,781,185 ",0,,4,5,5,5,3,5,,0
0037201901093461,F,19710727, 51 ,20190417," 20,000,000 "," 11,379,695 ",0,,4,1,5,5,1,1,,0
0037202001304464,M,19851016, 37 ,20201031," 45,000,000 "," 11,506,913 ",0,,1,5,5,1,5,1,,0
0037201901388883,M,19740716, 48 ,20210102," 40,000,000 "," 15,807,886 ",0,,4,2,4,3,2,2,,0
0037202001232443,F,19681205, 54 ,20200128," 30,000,000 "," 6,358,808 ",0,,4,5,5,2,2,5,,0
0037201901311574,M,19710923, 51 ,20201218," 10,000,000 "," 28,777,289 ",0,,2,4,4,4,5,5,,0
0037202001105023,M,19651029, 57 ,20200716," 50,000,000 "," 25,575,101 ",0,,2,4,3,4,1,1,,0
0037201901286565,M,19861102, 36 ,20211102," 45,000,000 "," 15,884,815 ",0,,5,4,1,2,4,3,,0
0037201901094642,F,19870417, 35 ,20190717," 30,000,000 "," 13,876,863 ",0,,5,5,5,2,4,5,,0
0037201901343569,F,19780128, 44 ,20210326," 45,000,000 "," 15,636,650 ",0,,2,5,1,2,3,4,,0
0037202001218758,M,19700508, 52 ,20211025," 50,000,000 "," 22,849,653 ",0,,4,3,4,2,5,3,,0
0037201901401750,F,19680803, 54 ,20190112," 5,000,000 "," 26,549,795 ",0,,2,2,3,3,2,5,,0
0037201901480815,M,19940105, 28 ,20210602," 45,000,000 "," 28,058,077 ",0,,4,4,4,4,5,1,,0
0037201901345323,M,19680521, 54 ,20211011," 1,500,000 "," 15,162,877 ",0,,1,1,3,4,5,5,,0
0037202001225336,M,19690202, 53 ,20190624," 3,000,000 "," 10,390,652 ",0,,2,1,3,2,5,5,,0
0037202001317400,M,19870105, 35 ,20210103," 50,000,000 "," 2,826,316 ",0,,3,1,2,2,3,5,,0
0037201901313722,F,19860905, 36 ,20211210," 5,000,000 "," 14,966,980 ",0,,3,3,3,5,3,3,,0
0037201901326357,M,19850616, 37 ,20210120," 5,000,000 "," 26,279,714 ",0,,3,5,5,4,4,5,,0
0037202001136717,M,19540902, 68 ,20210314," 10,000,000 "," 25,651,496 ",0,,3,4,3,3,5,2,,0
0037201901233312,F,19661101, 56 ,20200308," 25,000,000 "," 6,762,565 ",0,,5,4,5,1,3,2,,0
0037201901130390,F,19561024, 66 ,20191007," 20,000,000 "," 29,526,826 ",1,,9,7,7,7,10,9,,29526826
0037202001254290,M,19880928, 34 ,20190127," 50,000,000 "," 17,742,430 ",0,,5,4,5,5,1,4,,0
0037201901161565,M,19910518, 31 ,20190331," 30,000,000 "," 1,127,645 ",0,,3,4,3,2,4,3,,0
0037202001028273,F,19660910, 56 ,20190523," 25,000,000 "," 7,638,421 ",0,,5,2,3,2,5,2,,0
0037201901160263,M,19771015, 45 ,20200723," 25,000,000 "," 24,051,604 ",0,,2,2,5,1,5,5,,0
0037202001184157,F,19800315, 42 ,20200323," 25,000,000 "," 28,448,386 ",0,,1,1,4,2,3,4,,0
0037201901278804,F,19711007, 51 ,20190608," 5,000,000 "," 24,312,242 ",0,,2,5,5,4,4,1,,0
0037201901124254,F,19760317, 46 ,20210328," 3,000,000 "," 10,495,852 ",0,,4,4,2,1,4,4,,0
0037201901355473,M,19821114, 40 ,20190831," 1,500,000 "," 29,862,350 ",0,,4,5,4,1,3,3,,0
0037201901132533,F,19650225, 57 ,20211011," 25,000,000 "," 19,122,242 ",0,,2,1,5,1,2,1,,0
0037202001244371,M,19770126, 45 ,20201011," 10,000,000 "," 24,656,601 ",0,,1,1,3,2,4,4,,0
0037201901137109,M,19771111, 45 ,20210212," 30,000,000 "," 20,116,356 ",0,,3,2,5,5,4,3,,0
0037202001045347,F,19840414, 38 ,20210624," 40,000,000 "," 22,801,404 ",0,,3,3,3,2,3,3,,0
0037201901105186,M,19751119, 47 ,20210808," 40,000,000 "," 14,301,219 ",0,,1,5,4,3,2,3,,0
0037201901135184,M,19790504, 43 ,20190402," 50,000,000 "," 3,469,358 ",0,,2,2,3,2,4,1,,0
0037201901452600,F,19860125, 36 ,20190914," 50,000,000 "," 20,607,529 ",0,,3,2,3,5,5,4,,0
0037201901197880,M,19840103, 38 ,20201209," 45,000,000 "," 1,918,732 ",0,,1,5,2,4,4,3,,0
0037201901429560,F,19500521, 72 ,20210805," 50,000,000 "," 27,133,883 ",0,,5,4,3,2,4,3,,0
0037201901389116,M,19751023, 47 ,20190129," 3,000,000 "," 1,184,818 ",0,,5,1,4,5,5,4,,0
0037201901262175,M,19741016, 48 ,20190330," 3,000,000 "," 28,432,771 ",0,,4,2,1,5,3,5,,0
0037201901417575,M,19610227, 61 ,20200830," 10,000,000 "," 27,746,373 ",0,,2,2,3,2,2,1,,0
0037201901143731,M,19841119, 38 ,20200703," 50,000,000 "," 16,169,695 ",0,,3,3,3,2,5,5,,0
0037201901180617,M,19800403, 42 ,20201012," 5,000,000 "," 5,648,559 ",0,,1,4,5,2,5,5,,0
0037202001186425,F,19900403, 32 ,20190103," 25,000,000 "," 13,388,962 ",0,,4,5,2,1,1,4,,0
0037201901098522,F,19760306, 46 ,20200117," 45,000,000 "," 13,888,521 ",0,,4,2,5,3,3,3,,0
0037202001086945,M,19810608, 41 ,20210809," 45,000,000 "," 13,506,576 ",0,,4,5,5,5,1,3,,0
0037201901221161,M,19690114, 53 ,20201014," 50,000,000 "," 10,946,064 ",0,,5,2,4,1,3,5,,0
0037201901385513,M,19770610, 45 ,20200520," 25,000,000 "," 6,977,561 ",0,,1,1,1,5,4,1,,0
0037201901118108,M,19910607, 31 ,20210702," 50,000,000 "," 24,594,561 ",0,,3,3,5,1,5,1,,0
0037201901362813,M,19841122, 38 ,20210618," 30,000,000 "," 12,467,911 ",0,,2,4,3,5,4,1,,0
0037202001112855,M,19931122, 29 ,20201024," 3,000,000 "," 6,667,117 ",0,,5,5,1,2,4,1,,0
0037201901129660,M,19661028, 56 ,20200803," 5,000,000 "," 16,611,507 ",0,,5,4,2,3,3,2,,0
0037202001131235,M,19621027, 60 ,20191215," 10,000,000 "," 20,294,755 ",0,,2,4,3,1,3,3,,0
0037201901097949,F,19950417, 27 ,20200805," 20,000,000 "," 18,201,238 ",0,,1,5,4,1,3,4,,0
0037201901104710,F,19831002, 39 ,20210207," 25,000,000 "," 13,163,604 ",0,,1,4,2,1,3,5,,0
0037201901273051,F,19710312, 51 ,20190611," 3,000,000 "," 9,598,961 ",0,,3,2,3,3,2,1,,0
0037201901294217,F,19951115, 27 ,20190425," 20,000,000 "," 8,799,774 ",0,,1,5,5,2,4,4,,0
0037201901098181,M,19800713, 42 ,20210709," 45,000,000 "," 24,296,268 ",0,,3,4,3,5,4,2,,0
0037202001264112,M,19910212, 31 ,20190905," 25,000,000 "," 15,919,793 ",0,,1,3,5,3,2,4,,0
0037201901102110,M,19611215, 61 ,20201114," 30,000,000 "," 12,381,897 ",0,,2,3,1,4,1,1,,0
0037202001199646,F,19761229, 46 ,20210214," 30,000,000 "," 25,587,174 ",0,,1,2,5,4,4,5,,0
0037201901172668,F,19671120, 55 ,20201130," 10,000,000 "," 16,639,364 ",0,,2,1,4,4,3,3,,0
0037201901133779,M,19700224, 52 ,20210225," 50,000,000 "," 17,095,697 ",0,,1,1,1,5,4,5,,0
0037201901358282,F,19650523, 57 ,20191015," 40,000,000 "," 3,634,838 ",0,,4,3,3,4,3,2,,0
0037201901090729,M,19620420, 60 ,20190329," 1,500,000 "," 17,606,027 ",0,,5,5,5,5,1,4,,0
0037202001314060,F,19861116, 36 ,20201118," 20,000,000 "," 5,139,924 ",0,,5,3,1,5,1,5,,0
0037201901126744,M,19800413, 42 ,20190724," 25,000,000 "," 24,622,541 ",0,,1,1,2,3,2,3,,0
0037201901453306,M,19701119, 52 ,20200717," 1,500,000 "," 15,887,043 ",0,,1,4,1,2,4,2,,0
0037201901120552,F,19750222, 47 ,20191129," 40,000,000 "," 29,526,327 ",0,,1,5,1,2,3,5,,0
0037202001051847,F,19841019, 38 ,20210124," 45,000,000 "," 15,050,773 ",0,,3,1,3,4,3,5,,0
0037201901148603,M,19910103, 31 ,20201002," 5,000,000 "," 24,548,034 ",0,,4,5,4,1,2,5,,0
0037201901139236,M,19930213, 29 ,20201226," 3,000,000 "," 22,712,438 ",0,,5,2,3,5,5,4,,0
0037201901122021,F,19711224, 51 ,20191015," 45,000,000 "," 22,014,650 ",0,,5,5,3,2,4,5,,0
0037201901104878,M,19701227, 52 ,20211223," 5,000,000 "," 5,159,627 ",0,,5,3,2,5,3,1,,0
0037202001082550,M,19800704, 42 ,20190817," 50,000,000 "," 22,981,293 ",0,,1,5,5,1,4,1,,0
0037201901255991,F,19600317, 62 ,20200901," 3,000,000 "," 1,718,833 ",0,,5,5,4,5,1,3,,0
0037202001133716,M,19720712, 50 ,20190516," 25,000,000 "," 26,219,425 ",0,,1,4,3,1,5,5,,0
0037202001232719,M,19640423, 58 ,20210320," 5,000,000 "," 21,504,883 ",0,,2,2,3,4,5,3,,0
0037202001276064,M,19590128, 63 ,20200501," 1,500,000 "," 17,820,501 ",0,,4,2,3,4,5,3,,0
0037202001057142,M,19590826, 63 ,20191106," 50,000,000 "," 27,590,921 ",0,,5,2,2,5,1,5,,0
0037201901459252,M,19920928, 30 ,20190625," 1,500,000 "," 12,547,454 ",0,,2,3,5,4,4,3,,0
0037202001059612,M,19710828, 51 ,20190616," 20,000,000 "," 28,457,330 ",0,,3,1,4,2,5,3,,0
0037202001284900,F,19680417, 54 ,20200822," 25,000,000 "," 25,273,955 ",0,,3,5,4,2,2,5,,0
0037202001315826,F,19821123, 40 ,20190218," 5,000,000 "," 29,966,020 ",0,,1,5,3,5,5,5,,0
0037201901190390,M,19651228, 57 ,20190909," 30,000,000 "," 19,356,888 ",0,,3,3,5,1,2,1,,0
0037202001095703,F,19880422, 34 ,20200524," 25,000,000 "," 9,958,801 ",0,,2,3,5,2,4,3,,0
0037201901134294,M,19900322, 32 ,20200925," 5,000,000 "," 26,695,983 ",0,,5,1,3,4,1,4,,0
0037201901166096,M,19850107, 37 ,20201025," 50,000,000 "," 17,846,994 ",0,,4,1,3,1,4,1,,0
0037202001056259,F,19950617, 27 ,20210606," 5,000,000 "," 19,591,294 ",0,,3,3,3,5,3,1,,0
0037202001174005,M,19851016, 37 ,20200622," 20,000,000 "," 4,578,415 ",0,,1,2,2,1,4,5,,0
0037201901104288,F,19731201, 49 ,20211010," 50,000,000 "," 29,389,118 ",0,,5,1,3,3,2,1,,0
0037202001163905,M,19630606, 59 ,20200212," 30,000,000 "," 14,243,450 ",0,,2,4,2,5,1,3,,0
0037202001105481,F,19650324, 57 ,20210923," 5,000,000 "," 10,408,784 ",0,,2,4,5,2,3,2,,0
0037201901251380,M,19720516, 50 ,20190522," 20,000,000 "," 6,455,344 ",0,,1,1,1,3,1,3,,0
0037201901113126,M,19780221, 44 ,20191123," 25,000,000 "," 10,279,179 ",0,,2,5,3,5,3,1,,0
0037202001310475,M,19820904, 40 ,20210522," 10,000,000 "," 10,758,633 ",0,,4,5,5,4,4,4,,0
0037201901385385,M,19810802, 41 ,20210413," 50,000,000 "," 10,770,827 ",1,,7,8,9,9,8,7,,10770827
0037202001105871,M,19771216, 45 ,20191204," 40,000,000 "," 29,431,082 ",0,,5,5,5,2,3,1,,0
0037202001079640,F,19700215, 52 ,20200525," 45,000,000 "," 29,233,071 ",0,,5,5,4,5,4,5,,0
0037202001105002,F,19851020, 37 ,20200201," 10,000,000 "," 22,567,137 ",0,,4,5,1,1,1,1,,0
0037201901218353,M,19740116, 48 ,20201005," 20,000,000 "," 19,256,007 ",0,,2,5,3,3,3,3,,0
0037201901125916,M,19660402, 56 ,20200404," 30,000,000 "," 18,213,747 ",0,,1,2,5,2,3,4,,0
0037201901142113,F,19641120, 58 ,20190413," 20,000,000 "," 24,407,177 ",0,,2,4,2,2,1,2,,0
0037202001158476,F,19851221, 37 ,20211227," 3,000,000 "," 24,764,162 ",0,,1,1,1,5,1,4,,0
0037202001127416,M,19581207, 64 ,20200605," 25,000,000 "," 8,953,508 ",0,,1,5,3,5,1,3,,0
0037201901100325,F,19860129, 36 ,20200807," 25,000,000 "," 14,303,553 ",0,,3,2,3,3,2,3,,0
0037201901094718,M,19730618, 49 ,20200319," 1,500,000 "," 16,977,537 ",1,,10,6,10,7,7,9,,16977537
0037201901095988,M,19760802, 46 ,20190422," 45,000,000 "," 10,403,191 ",0,,5,1,2,3,1,3,,0
0037201901092720,F,19660125, 56 ,20190815," 1,500,000 "," 29,769,954 ",0,,4,4,2,4,4,3,,0
0037201901135508,M,19810517, 41 ,20210811," 1,500,000 "," 21,678,255 ",0,,3,5,3,5,1,5,,0
0037201901102356,M,19831124, 39 ,20200202," 25,000,000 "," 13,242,288 ",0,,5,5,1,2,2,2,,0
0037202001213598,F,19811103, 41 ,20211027," 25,000,000 "," 4,049,837 ",0,,4,5,2,1,3,2,,0
0037202001278666,M,19940705, 28 ,20201203," 20,000,000 "," 11,810,117 ",0,,3,1,4,2,4,5,,0
0037201901098021,M,19920225, 30 ,20190622," 25,000,000 "," 14,884,116 ",0,,2,2,5,3,1,4,,0
0037202001192653,M,19971130, 25 ,20200421," 1,500,000 "," 16,472,993 ",0,,3,3,1,2,3,1,,0
0037201901127219,M,19800218, 42 ,20190825," 25,000,000 "," 13,778,102 ",0,,3,2,1,4,4,1,,0
0037201901154352,M,19680428, 54 ,20190515," 20,000,000 "," 24,548,825 ",0,,3,2,4,5,4,3,,0
0037201901386652,M,19650515, 57 ,20210615," 1,500,000 "," 9,880,044 ",0,,2,3,2,5,5,3,,0
0037201901258595,F,19700220, 52 ,20210406," 10,000,000 "," 4,210,699 ",0,,1,2,3,4,2,2,,0
0037201901219248,M,19540410, 68 ,20191225," 5,000,000 "," 23,051,956 ",0,,2,4,4,3,4,5,,0
0037201901252249,F,19800816, 42 ,20190913," 20,000,000 "," 4,944,503 ",0,,5,1,4,5,3,2,,0
0037201901465092,M,19901024, 32 ,20190324," 3,000,000 "," 28,738,012 ",0,,5,4,4,4,3,2,,0
0037201901115186,M,19770912, 45 ,20210924," 20,000,000 "," 5,159,902 ",0,,2,5,5,2,4,4,,0
0037201901112145,M,19900312, 32 ,20201123," 40,000,000 "," 2,163,132 ",0,,3,5,3,4,3,5,,0
0037201901173859,F,19670716, 55 ,20210127," 45,000,000 "," 3,405,826 ",0,,1,1,2,1,3,5,,0
0037201901373994,M,19780303, 44 ,20210704," 3,000,000 "," 25,745,563 ",0,,5,1,2,4,2,4,,0
0037201901405166,M,19960716, 26 ,20191020," 3,000,000 "," 21,459,468 ",0,,3,5,5,5,5,3,,0
0037201901179622,F,19780706, 44 ,20210410," 30,000,000 "," 25,792,479 ",0,,4,2,5,5,4,1,,0
0037202001278190,M,19761006, 46 ,20210313," 25,000,000 "," 18,228,039 ",0,,3,3,2,4,5,4,,0
0037201901143886,F,19700509, 52 ,20200408," 1,500,000 "," 5,308,561 ",0,,4,5,5,1,2,3,,0
0037201901448741,M,19731015, 49 ,20210512," 30,000,000 "," 12,255,849 ",0,,1,4,5,3,3,5,,0
0037202001077180,M,19710109, 51 ,20200701," 50,000,000 "," 11,290,635 ",0,,5,2,2,5,2,4,,0
0037201901461895,F,19741212, 48 ,20190814," 1,500,000 "," 27,500,044 ",0,,3,4,1,1,2,3,,0
0037201901442376,M,19760215, 46 ,20191215," 25,000,000 "," 1,389,028 ",0,,3,1,5,4,3,3,,0
0037201901116595,F,19791022, 43 ,20200309," 10,000,000 "," 7,013,806 ",0,,5,2,4,2,2,3,,0
0037201901148125,M,19720102, 50 ,20210227," 20,000,000 "," 12,264,394 ",0,,5,3,3,5,1,3,,0
0037201901130264,M,19560909, 66 ,20190126," 20,000,000 "," 7,573,265 ",0,,5,3,1,2,4,5,,0
0037201901419004,F,19821113, 40 ,20191010," 5,000,000 "," 28,030,536 ",0,,1,2,2,5,5,4,,0
0037201901134791,M,19820211, 40 ,20200209," 5,000,000 "," 13,349,371 ",0,,4,1,1,4,2,1,,0
0037201901141073,M,19770912, 45 ,20200621," 50,000,000 "," 17,984,610 ",0,,2,4,5,3,3,2,,0
0037201901182322,M,19821115, 40 ,20200503," 3,000,000 "," 13,033,198 ",0,,1,3,2,4,2,2,,0
0037202001292921,F,19920309, 30 ,20191209," 25,000,000 "," 24,823,824 ",0,,1,4,4,5,3,3,,0
0037201901090049,M,19900625, 32 ,20210505," 45,000,000 "," 25,864,545 ",0,,5,1,3,5,2,3,,0
0037201901489221,M,19860705, 36 ,20200609," 50,000,000 "," 12,898,901 ",0,,4,2,3,5,3,5,,0
0037201901121720,F,19741008, 48 ,20210910," 10,000,000 "," 16,529,357 ",0,,1,5,3,1,5,3,,0
0037201901101817,M,19840701, 38 ,20200629," 3,000,000 "," 9,024,033 ",1,,6,10,8,9,10,7,,9024033
0037202001033069,M,19840218, 38 ,20200824," 40,000,000 "," 28,486,741 ",0,,4,1,4,3,1,5,,0
0037201901432203,M,19781223, 44 ,20200530," 20,000,000 "," 7,234,790 ",0,,4,3,3,2,2,3,,0
0037201901399511,M,19880111, 34 ,20191110," 25,000,000 "," 13,303,678 ",0,,1,2,5,3,3,4,,0
0037201901100779,M,19811201, 41 ,20210510," 50,000,000 "," 21,636,226 ",0,,3,3,1,1,2,4,,0
0037202001222765,F,19770707, 45 ,20190523," 50,000,000 "," 6,407,905 ",0,,2,1,4,1,5,3,,0
0037201901175931,F,19640109, 58 ,20190831," 45,000,000 "," 19,200,213 ",0,,5,2,5,5,3,3,,0
0037202001008626,M,19580103, 64 ,20210705," 25,000,000 "," 20,437,113 ",0,,3,5,4,3,3,2,,0
0037201901225507,M,19620615, 60 ,20190425," 40,000,000 "," 20,111,003 ",0,,4,4,5,2,4,1,,0
0037201901092830,M,19700829, 52 ,20200610," 10,000,000 "," 12,238,200 ",0,,5,2,2,2,1,5,,0
0037201901447112,F,19900510, 32 ,20200526," 50,000,000 "," 9,353,892 ",0,,1,3,1,2,4,3,,0
0037202001231243,M,19590515, 63 ,20191225," 45,000,000 "," 8,306,434 ",1,,9,7,6,8,9,10,,8306434
0037201901188742,M,19850327, 37 ,20210624," 10,000,000 "," 23,160,067 ",1,,7,9,7,7,7,8,,23160067
0037201901260444,F,19790123, 43 ,20190927," 45,000,000 "," 17,320,376 ",0,,3,4,5,5,3,2,,0
0037202001103776,F,19650526, 57 ,20190319," 5,000,000 "," 14,739,952 ",0,,1,4,1,3,3,3,,0
0037201901147202,F,19921225, 30 ,20210716," 10,000,000 "," 20,734,842 ",0,,3,3,3,3,4,3,,0
0037201901196946,M,19760224, 46 ,20200130," 40,000,000 "," 10,478,427 ",0,,4,1,5,4,1,5,,0
0037201901151004,F,19770301, 45 ,20210405," 40,000,000 "," 19,495,569 ",0,,4,1,2,3,1,3,,0
0037201901383482,M,19791101, 43 ,20210211," 5,000,000 "," 20,163,522 ",1,,7,8,9,8,9,9,,20163522
0037201901122337,F,19641214, 58 ,20200801," 10,000,000 "," 24,967,517 ",0,,1,4,1,3,3,2,,0
0037201901264855,F,19840218, 38 ,20190729," 5,000,000 "," 20,452,527 ",0,,3,3,3,3,5,5,,0
0037201901154646,M,19970928, 25 ,20210405," 10,000,000 "," 11,377,529 ",0,,2,2,4,5,5,5,,0
0037202001163880,F,19670307, 55 ,20190227," 50,000,000 "," 4,652,609 ",0,,5,2,5,5,4,5,,0
0037202001158587,M,19790529, 43 ,20210521," 1,500,000 "," 6,857,091 ",0,,4,5,5,2,5,4,,0
0037201901488049,F,19900518, 32 ,20201009," 10,000,000 "," 3,622,268 ",0,,4,2,3,2,5,3,,0
0037201901249500,F,19731224, 49 ,20210801," 10,000,000 "," 25,454,983 ",0,,2,4,3,3,2,1,,0
0037201901129468,F,19741120, 48 ,20210818," 3,000,000 "," 14,418,058 ",0,,2,2,2,2,3,3,,0
0037201901140019,M,19930920, 29 ,20200813," 5,000,000 "," 28,908,479 ",0,,4,1,4,2,3,4,,0
0037201901197049,F,19610423, 61 ,20191111," 40,000,000 "," 6,223,457 ",0,,3,3,5,5,5,3,,0
0037201901123359,M,19760617, 46 ,20190128," 45,000,000 "," 17,104,717 ",0,,4,1,1,3,2,4,,0
0037202001120385,F,19600713, 62 ,20200726," 50,000,000 "," 21,165,857 ",0,,2,3,3,2,3,3,,0
0037202001020965,M,19781004, 44 ,20201229," 40,000,000 "," 22,160,591 ",0,,3,1,1,3,2,4,,0
0037202001252896,M,19850306, 37 ,20190121," 3,000,000 "," 12,620,881 ",0,,5,5,3,2,2,5,,0
0037202001038857,M,19810217, 41 ,20210315," 45,000,000 "," 8,140,827 ",0,,2,1,5,1,4,2,,0
0037201901103939,F,19810518, 41 ,20190908," 1,500,000 "," 27,697,048 ",0,,4,5,4,3,1,4,,0
0037202001064089,F,19780122, 44 ,20190225," 30,000,000 "," 5,436,627 ",0,,2,1,2,2,5,1,,0
0037201901152410,M,19670114, 55 ,20210526," 25,000,000 "," 21,444,422 ",0,,5,1,1,5,4,2,,0
0037201901093736,M,19870430, 35 ,20190505," 25,000,000 "," 3,806,896 ",0,,4,1,5,5,5,1,,0
0037201901108287,F,19840425, 38 ,20191017," 1,500,000 "," 2,661,531 ",0,,2,3,1,1,4,2,,0
0037201901159292,M,19600415, 62 ,20210406," 45,000,000 "," 15,376,752 ",0,,4,3,3,2,2,2,,0
0037201901162192,M,19770706, 45 ,20190718," 40,000,000 "," 20,715,964 ",0,,5,2,4,1,5,4,,0
0037202001039652,F,19880726, 34 ,20201024," 30,000,000 "," 11,994,512 ",0,,1,3,5,5,1,5,,0
0037202001218913,F,19610804, 61 ,20190823," 45,000,000 "," 4,704,143 ",0,,2,3,3,3,2,2,,0
0037201901120222,F,19701223, 52 ,20200121," 25,000,000 "," 19,243,695 ",0,,1,5,1,3,1,5,,0
0037201901182942,F,19770207, 45 ,20200409," 1,500,000 "," 12,505,347 ",0,,2,2,3,2,4,4,,0
0037201901244246,F,19630101, 59 ,20200820," 50,000,000 "," 24,353,673 ",0,,2,2,5,2,3,2,,0
0037201901124516,M,19790315, 43 ,20190911," 1,500,000 "," 24,214,807 ",0,,5,2,3,3,5,3,,0
0037201901166016,M,19811006, 41 ,20210805," 45,000,000 "," 1,960,711 ",0,,5,2,5,5,4,5,,0
0037201901099585,F,19701024, 52 ,20191031," 50,000,000 "," 10,574,388 ",0,,1,4,4,5,5,1,,0
0037201901096945,F,19680730, 54 ,20211026," 1,500,000 "," 28,191,865 ",0,,1,5,4,5,5,1,,0
0037201901162259,M,19860630, 36 ,20200327," 40,000,000 "," 19,294,233 ",1,,7,6,8,6,8,8,,19294233
0037201901390932,M,19760821, 46 ,20211020," 30,000,000 "," 21,205,937 ",0,,3,5,4,4,1,3,,0
0037202001103866,M,19870324, 35 ,20211113," 3,000,000 "," 7,890,497 ",0,,5,2,3,1,3,4,,0
0037202001033914,F,19880812, 34 ,20210626," 1,500,000 "," 8,013,644 ",0,,4,5,3,4,5,1,,0
0037201901154219,F,19760709, 46 ,20200202," 20,000,000 "," 27,884,145 ",0,,1,3,1,3,3,5,,0
0037201901099349,F,19531102, 69 ,20201003," 45,000,000 "," 12,168,224 ",0,,3,5,4,1,4,2,,0
0037202001164827,M,19770207, 45 ,20210223," 45,000,000 "," 18,171,955 ",1,,7,9,8,9,8,8,,18171955
0037201901093859,M,19890821, 33 ,20210311," 30,000,000 "," 14,753,868 ",1,,6,7,7,7,8,6,,14753868
0037201901160486,M,19780315, 44 ,20200306," 20,000,000 "," 10,629,393 ",0,,2,2,4,5,3,3,,0
0037201901147522,M,19660309, 56 ,20211018," 40,000,000 "," 2,057,380 ",0,,4,5,4,4,5,1,,0
0037201901131974,M,19681119, 54 ,20201010," 25,000,000 "," 23,399,773 ",0,,1,2,5,1,4,1,,0
0037202001043467,M,19850129, 37 ,20201122," 45,000,000 "," 21,948,186 ",0,,4,3,3,5,1,5,,0
0037201901122388,M,19681027, 54 ,20200821," 30,000,000 "," 20,103,556 ",0,,5,4,2,2,3,4,,0
0037202001184325,M,19910107, 31 ,20201006," 1,500,000 "," 20,193,499 ",0,,2,1,4,2,3,5,,0
0037201901322038,M,19601225, 62 ,20200904," 5,000,000 "," 11,348,385 ",0,,5,2,1,5,2,5,,0
0037201901094510,M,19821026, 40 ,20191106," 5,000,000 "," 15,994,872 ",0,,3,3,2,1,3,4,,0
0037202001148635,M,19540812, 68 ,20190711," 20,000,000 "," 15,589,704 ",0,,4,3,1,4,3,5,,0
0037202001291269,M,19730423, 49 ,20191126," 1,500,000 "," 11,320,825 ",0,,2,2,2,1,1,1,,0
0037201901162499,M,19730510, 49 ,20190725," 5,000,000 "," 18,833,813 ",0,,1,4,5,3,5,5,,0
0037201901311585,F,19900913, 32 ,20191213," 10,000,000 "," 23,206,970 ",0,,5,5,3,1,4,2,,0
0037202001025331,F,19830103, 39 ,20200728," 5,000,000 "," 6,775,066 ",0,,4,3,1,4,3,5,,0
0037201901128474,M,19890219, 33 ,20201231," 10,000,000 "," 19,842,701 ",0,,2,4,1,2,5,2,,0
0037202001025132,M,19661220, 56 ,20210730," 3,000,000 "," 26,100,667 ",0,,4,3,4,2,1,3,,0
0037202001316453,M,19781010, 44 ,20200920," 1,500,000 "," 6,241,899 ",0,,3,5,2,3,4,5,,0
0037201901143212,F,19940521, 28 ,20200404," 1,500,000 "," 1,255,200 ",0,,5,3,2,2,2,2,,0
0037201901297045,F,19730405, 49 ,20210223," 10,000,000 "," 16,720,570 ",0,,2,4,5,1,4,4,,0
0037201901149868,M,19821203, 40 ,20210326," 40,000,000 "," 16,759,072 ",0,,5,1,4,4,4,2,,0
0037201901357913,M,19660511, 56 ,20210508," 50,000,000 "," 10,832,539 ",0,,1,3,1,5,5,5,,0
0037201901123942,M,19690924, 53 ,20190325," 25,000,000 "," 23,867,197 ",0,,1,3,1,4,1,5,,0
